Abundance,Density (ind/m2),Brooders,Spawners,Country,Locality,Site,Transects,Quadrats,subquads
0,0,0,0,Venezuela,Mochima,Blanca,t3,c9,s1
0,0,0,0,Venezuela,Mochima,Blanca,t3,c9,s2
0,0,0,0,Venezuela,Mochima,Blanca,t3,c9,s3
0,0,0,0,Venezuela,Mochima,Blanca,t3,c9,s4
0,0,0,0,Venezuela,Mochima,Blanca,t3,c10,s1
0,0,0,0,Venezuela,Mochima,Blanca,t3,c10,s2
0,0,0,0,Venezuela,Mochima,Blanca,t3,c10,s3
0,0,0,0,Venezuela,Mochima,Blanca,t3,c10,s4
0,0,0,0,Venezuela,Mochima,Blanca,t3,c11,s1
0,0,0,0,Venezuela,Mochima,Blanca,t3,c11,s2
0,0,0,0,Venezuela,Mochima,Blanca,t3,c11,s3
0,0,0,0,Venezuela,Mochima,Blanca,t3,c11,s4
0,0,0,0,Venezuela,Mochima,Blanca,t3,c12,s1
0,0,0,0,Venezuela,Mochima,Blanca,t3,c12,s2
0,0,0,0,Venezuela,Mochima,Blanca,t3,c12,s3
0,0,0,0,Venezuela,Mochima,Blanca,t3,c12,s4
0,0,0,0,Venezuela,Mochima,Blanca,t3,c13,s1
1,16,0,16,Venezuela,Mochima,Blanca,t3,c13,s2
0,0,0,0,Venezuela,Mochima,Blanca,t3,c13,s3
0,0,0,0,Venezuela,Mochima,Blanca,t3,c13,s4
0,0,0,0,Venezuela,Mochima,Blanca,t3,c14,s1
0,0,0,0,Venezuela,Mochima,Blanca,t3,c14,s2
0,0,0,0,Venezuela,Mochima,Blanca,t3,c14,s3
0,0,0,0,Venezuela,Mochima,Blanca,t3,c14,s4
0,0,0,0,Venezuela,Mochima,Blanca,t3,c15,s1
0,0,0,0,Venezuela,Mochima,Blanca,t3,c15,s2
0,0,0,0,Venezuela,Mochima,Blanca,t3,c15,s3
0,0,0,0,Venezuela,Mochima,Blanca,t3,c15,s4
0,0,0,0,Venezuela,Mochima,Blanca,t4,c1,s1
0,0,0,0,Venezuela,Mochima,Blanca,t4,c1,s2
0,0,0,0,Venezuela,Mochima,Blanca,t4,c1,s3
0,0,0,0,Venezuela,Mochima,Blanca,t4,c1,s4
2,32,16,16,Venezuela,Mochima,Blanca,t4,c2,s1
0,0,0,0,Venezuela,Mochima,Blanca,t4,c2,s2
0,0,0,0,Venezuela,Mochima,Blanca,t4,c2,s3
0,0,0,0,Venezuela,Mochima,Blanca,t4,c2,s4
0,0,0,0,Venezuela,Mochima,Blanca,t4,c3,s1
0,0,0,0,Venezuela,Mochima,Blanca,t4,c3,s2
0,0,0,0,Venezuela,Mochima,Blanca,t4,c3,s3
0,0,0,0,Venezuela,Mochima,Blanca,t4,c3,s4
1,16,0,16,Venezuela,Mochima,Blanca,t4,c4,s1
0,0,0,0,Venezuela,Mochima,Blanca,t4,c4,s2
0,0,0,0,Venezuela,Mochima,Blanca,t4,c4,s3
0,0,0,0,Venezuela,Mochima,Blanca,t4,c4,s4
0,0,0,0,Venezuela,Mochima,Blanca,t4,c5,s1
0,0,0,0,Venezuela,Mochima,Blanca,t4,c5,s2
0,0,0,0,Venezuela,Mochima,Blanca,t4,c5,s3
0,0,0,0,Venezuela,Mochima,Blanca,t4,c5,s4
0,0,0,0,Venezuela,Mochima,Blanca,t4,c6,s1
0,0,0,0,Venezuela,Mochima,Blanca,t4,c6,s2
0,0,0,0,Venezuela,Mochima,Blanca,t4,c6,s3
0,0,0,0,Venezuela,Mochima,Blanca,t4,c6,s4
0,0,0,0,Venezuela,Mochima,Blanca,t4,c7,s1
0,0,0,0,Venezuela,Mochima,Blanca,t4,c7,s2
0,0,0,0,Venezuela,Mochima,Blanca,t4,c7,s3
0,0,0,0,Venezuela,Mochima,Blanca,t4,c7,s4
0,0,0,0,Venezuela,Mochima,Blanca,t4,c8,s1
0,0,0,0,Venezuela,Mochima,Blanca,t4,c8,s2
0,0,0,0,Venezuela,Mochima,Blanca,t4,c8,s3
0,0,0,0,Venezuela,Mochima,Blanca,t4,c8,s4
0,0,0,0,Venezuela,Mochima,Blanca,t4,c9,s1
0,0,0,0,Venezuela,Mochima,Blanca,t4,c9,s2
0,0,0,0,Venezuela,Mochima,Blanca,t4,c9,s3
0,0,0,0,Venezuela,Mochima,Blanca,t4,c9,s4
0,0,0,0,Venezuela,Mochima,Blanca,t4,c10,s1
0,0,0,0,Venezuela,Mochima,Blanca,t4,c10,s2
0,0,0,0,Venezuela,Mochima,Blanca,t4,c10,s3
0,0,0,0,Venezuela,Mochima,Blanca,t4,c10,s4
0,0,0,0,Venezuela,Mochima,Blanca,t4,c11,s1
0,0,0,0,Venezuela,Mochima,Blanca,t4,c11,s2
0,0,0,0,Venezuela,Mochima,Blanca,t4,c11,s3
0,0,0,0,Venezuela,Mochima,Blanca,t4,c11,s4
0,0,0,0,Venezuela,Mochima,Blanca,t4,c12,s1
0,0,0,0,Venezuela,Mochima,Blanca,t4,c12,s2
0,0,0,0,Venezuela,Mochima,Blanca,t4,c12,s3
0,0,0,0,Venezuela,Mochima,Blanca,t4,c12,s4
0,0,0,0,Venezuela,Mochima,Blanca,t4,c13,s1
0,0,0,0,Venezuela,Mochima,Blanca,t4,c13,s2
0,0,0,0,Venezuela,Mochima,Blanca,t4,c13,s3
0,0,0,0,Venezuela,Mochima,Blanca,t4,c13,s4
0,0,0,0,Venezuela,Mochima,Blanca,t4,c14,s1
0,0,0,0,Venezuela,Mochima,Blanca,t4,c14,s2
0,0,0,0,Venezuela,Mochima,Blanca,t4,c14,s3
0,0,0,0,Venezuela,Mochima,Blanca,t4,c14,s4
0,0,0,0,Venezuela,Mochima,Blanca,t4,c15,s1
0,0,0,0,Venezuela,Mochima,Blanca,t4,c15,s2
0,0,0,0,Venezuela,Mochima,Blanca,t4,c15,s3
0,0,0,0,Venezuela,Mochima,Blanca,t4,c15,s4
0,0,0,0,Venezuela,Mochima,Carabela,t1,c1,s1
0,0,0,0,Venezuela,Mochima,Carabela,t1,c1,s2
0,0,0,0,Venezuela,Mochima,Carabela,t1,c1,s3
0,0,0,0,Venezuela,Mochima,Carabela,t1,c1,s4
0,0,0,0,Venezuela,Mochima,Carabela,t1,c2,s1
0,0,0,0,Venezuela,Mochima,Carabela,t1,c2,s2
0,0,0,0,Venezuela,Mochima,Carabela,t1,c2,s3
0,0,0,0,Venezuela,Mochima,Carabela,t1,c2,s4
0,0,0,0,Venezuela,Mochima,Carabela,t1,c3,s1
0,0,0,0,Venezuela,Mochima,Carabela,t1,c3,s2
0,0,0,0,Venezuela,Mochima,Carabela,t1,c3,s3
0,0,0,0,Venezuela,Mochima,Carabela,t1,c3,s4
0,0,0,0,Venezuela,Mochima,Carabela,t1,c4,s1
0,0,0,0,Venezuela,Mochima,Carabela,t1,c4,s2
0,0,0,0,Venezuela,Mochima,Carabela,t1,c4,s3
0,0,0,0,Venezuela,Mochima,Carabela,t1,c4,s4
0,0,0,0,Venezuela,Mochima,Carabela,t1,c5,s1
0,0,0,0,Venezuela,Mochima,Carabela,t1,c5,s2
0,0,0,0,Venezuela,Mochima,Carabela,t1,c5,s3
0,0,0,0,Venezuela,Mochima,Carabela,t1,c5,s4
1,16,0,16,Venezuela,Mochima,Carabela,t1,c6,s1
1,16,16,0,Venezuela,Mochima,Carabela,t1,c6,s2
0,0,0,0,Venezuela,Mochima,Carabela,t1,c6,s3
0,0,0,0,Venezuela,Mochima,Carabela,t1,c6,s4
0,0,0,0,Venezuela,Mochima,Carabela,t1,c7,s1
0,0,0,0,Venezuela,Mochima,Carabela,t1,c7,s2
0,0,0,0,Venezuela,Mochima,Carabela,t1,c7,s3
0,0,0,0,Venezuela,Mochima,Carabela,t1,c7,s4
0,0,0,0,Venezuela,Mochima,Carabela,t1,c8,s1
0,0,0,0,Venezuela,Mochima,Carabela,t1,c8,s2
0,0,0,0,Venezuela,Mochima,Carabela,t1,c8,s3
0,0,0,0,Venezuela,Mochima,Carabela,t1,c8,s4
0,0,0,0,Venezuela,Mochima,Carabela,t1,c9,s1
0,0,0,0,Venezuela,Mochima,Carabela,t1,c9,s2
0,0,0,0,Venezuela,Mochima,Carabela,t1,c9,s3
0,0,0,0,Venezuela,Mochima,Carabela,t1,c9,s4
0,0,0,0,Venezuela,Mochima,Carabela,t1,c10,s1
0,0,0,0,Venezuela,Mochima,Carabela,t1,c10,s2
0,0,0,0,Venezuela,Mochima,Carabela,t1,c10,s3
0,0,0,0,Venezuela,Mochima,Carabela,t1,c10,s4
0,0,0,0,Venezuela,Mochima,Carabela,t1,c11,s1
0,0,0,0,Venezuela,Mochima,Carabela,t1,c11,s2
0,0,0,0,Venezuela,Mochima,Carabela,t1,c11,s3
0,0,0,0,Venezuela,Mochima,Carabela,t1,c11,s4
0,0,0,0,Venezuela,Mochima,Carabela,t1,c12,s1
0,0,0,0,Venezuela,Mochima,Carabela,t1,c12,s2
0,0,0,0,Venezuela,Mochima,Carabela,t1,c12,s3
0,0,0,0,Venezuela,Mochima,Carabela,t1,c12,s4
0,0,0,0,Venezuela,Mochima,Carabela,t1,c13,s1
0,0,0,0,Venezuela,Mochima,Carabela,t1,c13,s2
0,0,0,0,Venezuela,Mochima,Carabela,t1,c13,s3
0,0,0,0,Venezuela,Mochima,Carabela,t1,c13,s4
0,0,0,0,Venezuela,Mochima,Carabela,t1,c14,s1
0,0,0,0,Venezuela,Mochima,Carabela,t1,c14,s2
1,16,0,16,Venezuela,Mochima,Carabela,t1,c14,s3
0,0,0,0,Venezuela,Mochima,Carabela,t1,c14,s4
0,0,0,0,Venezuela,Mochima,Carabela,t1,c15,s1
0,0,0,0,Venezuela,Mochima,Carabela,t1,c15,s2
0,0,0,0,Venezuela,Mochima,Carabela,t1,c15,s3
0,0,0,0,Venezuela,Mochima,Carabela,t1,c15,s4
0,0,0,0,Venezuela,Mochima,Carabela,t2,c1,s1
0,0,0,0,Venezuela,Mochima,Carabela,t2,c1,s2
0,0,0,0,Venezuela,Mochima,Carabela,t2,c1,s3
0,0,0,0,Venezuela,Mochima,Carabela,t2,c1,s4
0,0,0,0,Venezuela,Mochima,Carabela,t2,c2,s1
0,0,0,0,Venezuela,Mochima,Carabela,t2,c2,s2
1,16,16,0,Venezuela,Mochima,Carabela,t2,c2,s3
0,0,0,0,Venezuela,Mochima,Carabela,t2,c2,s4
0,0,0,0,Venezuela,Mochima,Carabela,t2,c3,s1
0,0,0,0,Venezuela,Mochima,Carabela,t2,c3,s2
0,0,0,0,Venezuela,Mochima,Carabela,t2,c3,s3
0,0,0,0,Venezuela,Mochima,Carabela,t2,c3,s4
0,0,0,0,Venezuela,Mochima,Carabela,t2,c4,s1
0,0,0,0,Venezuela,Mochima,Carabela,t2,c4,s2
0,0,0,0,Venezuela,Mochima,Carabela,t2,c4,s3
0,0,0,0,Venezuela,Mochima,Carabela,t2,c4,s4
0,0,0,0,Venezuela,Mochima,Carabela,t2,c5,s1
0,0,0,0,Venezuela,Mochima,Carabela,t2,c5,s2
0,0,0,0,Venezuela,Mochima,Carabela,t2,c5,s3
0,0,0,0,Venezuela,Mochima,Carabela,t2,c5,s4
0,0,0,0,Venezuela,Mochima,Carabela,t2,c6,s1
0,0,0,0,Venezuela,Mochima,Carabela,t2,c6,s2
0,0,0,0,Venezuela,Mochima,Carabela,t2,c6,s3
0,0,0,0,Venezuela,Mochima,Carabela,t2,c6,s4
0,0,0,0,Venezuela,Mochima,Carabela,t2,c7,s1
0,0,0,0,Venezuela,Mochima,Carabela,t2,c7,s2
0,0,0,0,Venezuela,Mochima,Carabela,t2,c7,s3
1,16,16,0,Venezuela,Mochima,Carabela,t2,c7,s4
1,16,0,16,Venezuela,Mochima,Carabela,t2,c8,s1
0,0,0,0,Venezuela,Mochima,Carabela,t2,c8,s2
0,0,0,0,Venezuela,Mochima,Carabela,t2,c8,s3
0,0,0,0,Venezuela,Mochima,Carabela,t2,c8,s4
0,0,0,0,Venezuela,Mochima,Carabela,t2,c9,s1
0,0,0,0,Venezuela,Mochima,Carabela,t2,c9,s2
0,0,0,0,Venezuela,Mochima,Carabela,t2,c9,s3
0,0,0,0,Venezuela,Mochima,Carabela,t2,c9,s4
0,0,0,0,Venezuela,Mochima,Carabela,t2,c10,s1
0,0,0,0,Venezuela,Mochima,Carabela,t2,c10,s2
0,0,0,0,Venezuela,Mochima,Carabela,t2,c10,s3
0,0,0,0,Venezuela,Mochima,Carabela,t2,c10,s4
0,0,0,0,Venezuela,Mochima,Carabela,t2,c11,s1
0,0,0,0,Venezuela,Mochima,Carabela,t2,c11,s2
0,0,0,0,Venezuela,Mochima,Carabela,t2,c11,s3
0,0,0,0,Venezuela,Mochima,Carabela,t2,c11,s4
0,0,0,0,Venezuela,Mochima,Carabela,t2,c12,s1
0,0,0,0,Venezuela,Mochima,Carabela,t2,c12,s2
0,0,0,0,Venezuela,Mochima,Carabela,t2,c12,s3
0,0,0,0,Venezuela,Mochima,Carabela,t2,c12,s4
0,0,0,0,Venezuela,Mochima,Carabela,t2,c13,s1
0,0,0,0,Venezuela,Mochima,Carabela,t2,c13,s2
0,0,0,0,Venezuela,Mochima,Carabela,t2,c13,s3
0,0,0,0,Venezuela,Mochima,Carabela,t2,c13,s4
0,0,0,0,Venezuela,Mochima,Carabela,t2,c14,s1
0,0,0,0,Venezuela,Mochima,Carabela,t2,c14,s2
0,0,0,0,Venezuela,Mochima,Carabela,t2,c14,s3
0,0,0,0,Venezuela,Mochima,Carabela,t2,c14,s4
0,0,0,0,Venezuela,Mochima,Carabela,t2,c15,s1
0,0,0,0,Venezuela,Mochima,Carabela,t2,c15,s2
0,0,0,0,Venezuela,Mochima,Carabela,t2,c15,s3
0,0,0,0,Venezuela,Mochima,Carabela,t2,c15,s4
0,0,0,0,Venezuela,Mochima,Carabela,t3,c1,s1
0,0,0,0,Venezuela,Mochima,Carabela,t3,c1,s2
0,0,0,0,Venezuela,Mochima,Carabela,t3,c1,s3
0,0,0,0,Venezuela,Mochima,Carabela,t3,c1,s4
2,32,16,16,Venezuela,Mochima,Carabela,t3,c2,s1
0,0,0,0,Venezuela,Mochima,Carabela,t3,c2,s2
0,0,0,0,Venezuela,Mochima,Carabela,t3,c2,s3
0,0,0,0,Venezuela,Mochima,Carabela,t3,c2,s4
0,0,0,0,Venezuela,Mochima,Carabela,t3,c3,s1
0,0,0,0,Venezuela,Mochima,Carabela,t3,c3,s2
0,0,0,0,Venezuela,Mochima,Carabela,t3,c3,s3
0,0,0,0,Venezuela,Mochima,Carabela,t3,c3,s4
4,64,16,48,Venezuela,Mochima,Carabela,t3,c4,s1
0,0,0,0,Venezuela,Mochima,Carabela,t3,c4,s2
0,0,0,0,Venezuela,Mochima,Carabela,t3,c4,s3
0,0,0,0,Venezuela,Mochima,Carabela,t3,c4,s4
0,0,0,0,Venezuela,Mochima,Carabela,t3,c5,s1
0,0,0,0,Venezuela,Mochima,Carabela,t3,c5,s2
0,0,0,0,Venezuela,Mochima,Carabela,t3,c5,s3
0,0,0,0,Venezuela,Mochima,Carabela,t3,c5,s4
0,0,0,0,Venezuela,Mochima,Carabela,t3,c6,s1
0,0,0,0,Venezuela,Mochima,Carabela,t3,c6,s2
0,0,0,0,Venezuela,Mochima,Carabela,t3,c6,s3
0,0,0,0,Venezuela,Mochima,Carabela,t3,c6,s4
0,0,0,0,Venezuela,Mochima,Carabela,t3,c7,s1
0,0,0,0,Venezuela,Mochima,Carabela,t3,c7,s2
0,0,0,0,Venezuela,Mochima,Carabela,t3,c7,s3
0,0,0,0,Venezuela,Mochima,Carabela,t3,c7,s4
0,0,0,0,Venezuela,Mochima,Carabela,t3,c8,s1
0,0,0,0,Venezuela,Mochima,Carabela,t3,c8,s2
0,0,0,0,Venezuela,Mochima,Carabela,t3,c8,s3
0,0,0,0,Venezuela,Mochima,Carabela,t3,c8,s4
2,32,16,16,Venezuela,Mochima,Carabela,t3,c9,s1
0,0,0,0,Venezuela,Mochima,Carabela,t3,c9,s2
0,0,0,0,Venezuela,Mochima,Carabela,t3,c9,s3
0,0,0,0,Venezuela,Mochima,Carabela,t3,c9,s4
0,0,0,0,Venezuela,Mochima,Carabela,t3,c10,s1
0,0,0,0,Venezuela,Mochima,Carabela,t3,c10,s2
0,0,0,0,Venezuela,Mochima,Carabela,t3,c10,s3
0,0,0,0,Venezuela,Mochima,Carabela,t3,c10,s4
0,0,0,0,Venezuela,Mochima,Carabela,t3,c11,s1
0,0,0,0,Venezuela,Mochima,Carabela,t3,c11,s2
0,0,0,0,Venezuela,Mochima,Carabela,t3,c11,s3
0,0,0,0,Venezuela,Mochima,Carabela,t3,c11,s4
0,0,0,0,Venezuela,Mochima,Carabela,t3,c12,s1
0,0,0,0,Venezuela,Mochima,Carabela,t3,c12,s2
0,0,0,0,Venezuela,Mochima,Carabela,t3,c12,s3
0,0,0,0,Venezuela,Mochima,Carabela,t3,c12,s4
0,0,0,0,Venezuela,Mochima,Carabela,t3,c13,s1
0,0,0,0,Venezuela,Mochima,Carabela,t3,c13,s2
0,0,0,0,Venezuela,Mochima,Carabela,t3,c13,s3
0,0,0,0,Venezuela,Mochima,Carabela,t3,c13,s4
0,0,0,0,Venezuela,Mochima,Carabela,t3,c14,s1
0,0,0,0,Venezuela,Mochima,Carabela,t3,c14,s2
0,0,0,0,Venezuela,Mochima,Carabela,t3,c14,s3
0,0,0,0,Venezuela,Mochima,Carabela,t3,c14,s4
0,0,0,0,Venezuela,Mochima,Carabela,t3,c15,s1
0,0,0,0,Venezuela,Mochima,Carabela,t3,c15,s2
0,0,0,0,Venezuela,Mochima,Carabela,t3,c15,s3
0,0,0,0,Venezuela,Mochima,Carabela,t3,c15,s4
0,0,0,0,Venezuela,Mochima,Carabela,t4,c1,s1
0,0,0,0,Venezuela,Mochima,Carabela,t4,c1,s2
0,0,0,0,Venezuela,Mochima,Carabela,t4,c1,s3
0,0,0,0,Venezuela,Mochima,Carabela,t4,c1,s4
0,0,0,0,Venezuela,Mochima,Carabela,t4,c2,s1
0,0,0,0,Venezuela,Mochima,Carabela,t4,c2,s2
0,0,0,0,Venezuela,Mochima,Carabela,t4,c2,s3
0,0,0,0,Venezuela,Mochima,Carabela,t4,c2,s4
0,0,0,0,Venezuela,Mochima,Carabela,t4,c3,s1
0,0,0,0,Venezuela,Mochima,Carabela,t4,c3,s2
0,0,0,0,Venezuela,Mochima,Carabela,t4,c3,s3
0,0,0,0,Venezuela,Mochima,Carabela,t4,c3,s4
0,0,0,0,Venezuela,Mochima,Carabela,t4,c4,s1
0,0,0,0,Venezuela,Mochima,Carabela,t4,c4,s2
0,0,0,0,Venezuela,Mochima,Carabela,t4,c4,s3
0,0,0,0,Venezuela,Mochima,Carabela,t4,c4,s4
0,0,0,0,Venezuela,Mochima,Carabela,t4,c5,s1
0,0,0,0,Venezuela,Mochima,Carabela,t4,c5,s2
0,0,0,0,Venezuela,Mochima,Carabela,t4,c5,s3
0,0,0,0,Venezuela,Mochima,Carabela,t4,c5,s4
0,0,0,0,Venezuela,Mochima,Carabela,t4,c6,s1
0,0,0,0,Venezuela,Mochima,Carabela,t4,c6,s2
0,0,0,0,Venezuela,Mochima,Carabela,t4,c6,s3
0,0,0,0,Venezuela,Mochima,Carabela,t4,c6,s4
0,0,0,0,Venezuela,Mochima,Carabela,t4,c7,s1
0,0,0,0,Venezuela,Mochima,Carabela,t4,c7,s2
0,0,0,0,Venezuela,Mochima,Carabela,t4,c7,s3
0,0,0,0,Venezuela,Mochima,Carabela,t4,c7,s4
0,0,0,0,Venezuela,Mochima,Carabela,t4,c8,s1
1,16,0,0,Venezuela,Mochima,Carabela,t4,c8,s2
0,0,0,0,Venezuela,Mochima,Carabela,t4,c8,s3
0,0,0,0,Venezuela,Mochima,Carabela,t4,c8,s4
0,0,0,0,Venezuela,Mochima,Carabela,t4,c9,s1
0,0,0,0,Venezuela,Mochima,Carabela,t4,c9,s2
1,16,16,0,Venezuela,Mochima,Carabela,t4,c9,s3
0,0,0,0,Venezuela,Mochima,Carabela,t4,c9,s4
0,0,0,0,Venezuela,Mochima,Carabela,t4,c10,s1
0,0,0,0,Venezuela,Mochima,Carabela,t4,c10,s2
1,16,0,16,Venezuela,Mochima,Carabela,t4,c10,s3
0,0,0,0,Venezuela,Mochima,Carabela,t4,c10,s4
1,16,0,0,Venezuela,Mochima,Carabela,t4,c11,s1
0,0,0,0,Venezuela,Mochima,Carabela,t4,c11,s2
0,0,0,0,Venezuela,Mochima,Carabela,t4,c11,s3
0,0,0,0,Venezuela,Mochima,Carabela,t4,c11,s4
0,0,0,0,Venezuela,Mochima,Carabela,t4,c12,s1
0,0,0,0,Venezuela,Mochima,Carabela,t4,c12,s2
0,0,0,0,Venezuela,Mochima,Carabela,t4,c12,s3
1,16,0,16,Venezuela,Mochima,Carabela,t4,c12,s4
0,0,0,0,Venezuela,Mochima,Carabela,t4,c13,s1
0,0,0,0,Venezuela,Mochima,Carabela,t4,c13,s2
0,0,0,0,Venezuela,Mochima,Carabela,t4,c13,s3
0,0,0,0,Venezuela,Mochima,Carabela,t4,c13,s4
0,0,0,0,Venezuela,Mochima,Carabela,t4,c14,s1
0,0,0,0,Venezuela,Mochima,Carabela,t4,c14,s2
0,0,0,0,Venezuela,Mochima,Carabela,t4,c14,s3
0,0,0,0,Venezuela,Mochima,Carabela,t4,c14,s4
1,16,0,0,Venezuela,Mochima,Carabela,t4,c15,s1
0,0,0,0,Venezuela,Mochima,Carabela,t4,c15,s2
0,0,0,0,Venezuela,Mochima,Carabela,t4,c15,s3
0,0,0,0,Venezuela,Mochima,Carabela,t4,c15,s4
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c1,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c1,s2
1,16,0,0,Venezuela,Mochima,Punta Cruz,t1,c1,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c1,s4
2,32,16,16,Venezuela,Mochima,Punta Cruz,t1,c2,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c2,s2
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c2,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c2,s4
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c3,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c3,s2
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c3,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c3,s4
1,16,0,16,Venezuela,Mochima,Punta Cruz,t1,c4,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c4,s2
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c4,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c4,s4
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c5,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c5,s2
1,16,16,0,Venezuela,Mochima,Punta Cruz,t1,c5,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c5,s4
1,16,16,0,Venezuela,Mochima,Punta Cruz,t1,c6,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c6,s2
1,16,0,0,Venezuela,Mochima,Punta Cruz,t1,c6,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c6,s4
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c7,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c7,s2
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c7,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c7,s4
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c8,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c8,s2
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c8,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c8,s4
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c9,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c9,s2
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c9,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c9,s4
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c10,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c10,s2
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c10,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c10,s4
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c11,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c11,s2
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c11,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c11,s4
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c12,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c12,s2
1,16,16,0,Venezuela,Mochima,Punta Cruz,t1,c12,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c12,s4
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c13,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c13,s2
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c13,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c13,s4
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c14,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c14,s2
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c14,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c14,s4
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c15,s1
1,16,0,0,Venezuela,Mochima,Punta Cruz,t1,c15,s2
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c15,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t1,c15,s4
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c1,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c1,s2
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c1,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c1,s4
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c2,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c2,s2
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c2,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c2,s4
2,32,16,16,Venezuela,Mochima,Punta Cruz,t2,c3,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c3,s2
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c3,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c3,s4
1,16,0,16,Venezuela,Mochima,Punta Cruz,t2,c4,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c4,s2
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c4,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c4,s4
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c5,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c5,s2
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c5,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c5,s4
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c6,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c6,s2
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c6,s3
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c6,s4
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c7,s1
0,0,0,0,Venezuela,Mochima,Punta Cruz,t2,c7,s2
